x1,x2
0.0,-0.674904159729574
0.1,-0.47980612668457356
0.2,-0.8060824454641804
0.30000000000000004,0.05307739264196848
0.4,-0.3933422418265151
0.5,0.017426615263004135
0.6000000000000001,0.2214096840430887
0.7000000000000001,0.3501196489149095
0.8,-0.04836163989282355
0.9,0.17670412203519958
1.0,1.1945844469775198
1.1,0.45993826741334354
1.2000000000000002,0.8011508586670844
1.3,1.6990293322990029
1.4000000000000001,0.902421422314284
1.5,1.1201001463132856
1.6,0.9122806007997928
1.7000000000000002,1.2042278696281137
1.8,1.2168317199267469
1.9000000000000001,1.9599794770300154
2.0,1.9906792188096474
2.1,2.281412759001679
2.2,2.1444685016496425
2.3000000000000003,1.0941859924078436
2.4000000000000004,1.776157695899317
2.5,1.3570954967480198
2.6,0.7496893365876335
2.7,0.7729482471076751
2.8000000000000003,1.7051998060561782
2.9000000000000004,1.2983711243291087
3.0,0.547764635540811
3.1,0.8291917333317002
3.2,0.33967772386448714
3.3000000000000003,0.7345918865473782
3.4000000000000004,0.3864449675903703
3.5,0.35127731493037573
3.6,-0.1737095490441351
3.7,-0.6518984678212981
3.8000000000000003,-0.6592555012076287
3.9000000000000004,-0.4674040294528517
4.0,-0.7170434464340765
4.1000000000000005,-0.5296388581660149
4.2,-0.7065670333918302
4.3,-1.4808204428071008
4.4,-0.968650580484228
4.5,-0.2635429296012708
4.6000000000000005,-1.195705101330538
4.7,-1.1537065530434634
4.800000000000001,-1.5239380847972614
4.9,-1.2570809865409158
5.0,-1.5194830881719932
5.1000000000000005,-1.8985058223989189
5.2,-1.703384727831733
5.300000000000001,-2.1128072168898067
5.4,-1.7289182835271104
5.5,-1.7682771930872958
5.6000000000000005,-1.401877340182675
5.7,-0.7255717643949455
5.800000000000001,-0.9304205967443682
5.9,-1.674052414130344
6.0,-0.4734577301526951
6.1000000000000005,-1.5299051055497888
6.2,-0.043281795981698234
